dgemm1,1,2.6226043701171875e-06
dgemm1,2,6.9141387939453125e-06
dgemm1,4,1.5974044799804688e-05
dgemm1,8,0.00011301040649414062
dgemm1,16,0.0008177757263183594
dgemm1,32,0.00648951530456543
dgemm1,64,0.05286431312561035
dgemm1,128,0.4226956367492676
dgemm1,256,3.4568471908569336
dgemm1,512,29.074573278427124
dgemm1,1024,246.34202361106873
dgemm1,2048,1923.0578260421753
dgemm1,1,3.337860107421875e-06
dgemm1,2,7.3909759521484375e-06
dgemm1,4,1.6689300537109375e-05
dgemm1,8,0.00011849403381347656
dgemm1,16,0.0008335113525390625
dgemm1,32,0.00627899169921875
dgemm1,64,0.05023932456970215
dgemm1,128,0.4004833698272705
dgemm1,256,3.435702085494995
dgemm1,512,28.107121467590332
dgemm1,1024,239.5439691543579
dgemm1,1,2.1457672119140625e-06
dgemm1,2,6.9141387939453125e-06
dgemm1,4,1.6450881958007812e-05
dgemm1,8,0.00011396408081054688
dgemm1,16,0.000843048095703125
dgemm1,32,0.006746530532836914
dgemm1,64,0.05204629898071289
dgemm1,128,0.42231202125549316
dgemm1,256,3.4546682834625244
dgemm1,512,29.817724466323853
dgemm1,1024,291.6707167625427
dgemm1,1,2.384185791015625e-06
dgemm1,2,6.67572021484375e-06
dgemm1,4,1.5497207641601562e-05
dgemm1,8,0.0001049041748046875
dgemm1,16,0.0007772445678710938
dgemm1,32,0.0059163570404052734
dgemm1,64,0.04784989356994629
dgemm1,128,0.38358426094055176
dgemm1,256,3.7962985038757324
dgemm1,512,31.516356229782104
dgemm1,1024,235.59831953048706
dgemm1,1,2.86102294921875e-06
dgemm1,2,7.62939453125e-06
dgemm1,4,1.811981201171875e-05
dgemm1,8,0.00012302398681640625
dgemm1,16,0.0009396076202392578
dgemm1,32,0.006726264953613281
dgemm1,64,0.05256962776184082
dgemm1,128,0.42757368087768555
dgemm1,256,3.8875350952148438
dgemm1,512,34.90009784698486
dgemm1,1024,292.5304160118103
dgemm2,1,0.000004
dgemm2,2,0.000002
dgemm2,4,0.000002
dgemm2,8,0.000005
dgemm2,16,0.000028
dgemm2,32,0.000203
dgemm2,64,0.001634
dgemm2,128,0.006742
dgemm2,256,0.077436
dgemm2,512,0.648832
dgemm2,1024,11.510345
dgemm2,1,0.000004
dgemm2,2,0.000003
dgemm2,4,0.000003
dgemm2,8,0.000005
dgemm2,16,0.000027
dgemm2,32,0.000202
dgemm2,64,0.001627
dgemm2,128,0.006697
dgemm2,256,0.075786
dgemm2,512,0.633939
dgemm2,1024,11.536021
dgemm2,1,0.000006
dgemm2,2,0.000002
dgemm2,4,0.000003
dgemm2,8,0.000006
dgemm2,16,0.000028
